7335390.000000,3.080388,-33.311961,1.186405
7335391.000000,3.080388,-33.311961,1.186405
7335392.000000,3.080388,-33.311961,1.186405
7335393.000000,3.080388,-33.311961,1.186405
7335394.000000,3.080388,-33.311961,1.186405
7335395.000000,3.080388,-33.311961,1.186405
7335396.000000,3.080388,-33.311961,1.186405
7335397.000000,3.080388,-33.311961,1.186405
7335398.000000,3.080388,-33.311961,1.186405
7335399.000000,3.080388,-33.311961,1.186405
7335400.000000,3.080388,-33.311961,1.186405
7335401.000000,3.080388,-33.311961,1.186405
7335402.000000,3.080388,-33.311961,1.186405
7335403.000000,3.080388,-33.311961,1.186405
7335404.000000,3.080388,-33.311961,1.186405
7335405.000000,3.080388,-33.311961,1.186405
7335406.000000,3.080388,-33.311961,1.186405
7335407.000000,3.080388,-33.311961,1.186405
7335408.000000,3.080388,-33.311961,1.186405
7335409.000000,3.080388,-33.311961,1.186405
7335410.000000,3.080388,-33.311961,1.186405
7335411.000000,3.080388,-33.311961,1.186405
7335412.000000,3.080388,-33.311961,1.186405
7335413.000000,3.080388,-33.311961,1.186405
7335414.000000,3.080388,-33.311961,1.186405
7335415.000000,3.080388,-33.311961,1.186405
7335416.000000,3.080388,-33.311961,1.186405
7335417.000000,3.080388,-33.311961,1.186405
7335418.000000,3.080388,-33.311961,1.186405
7335419.000000,3.080388,-33.311961,1.186405
7335420.000000,3.080388,-33.311961,1.186405
7335421.000000,3.080388,-33.311961,1.186405
7335422.000000,3.080388,-33.311961,1.186405
7335423.000000,3.080388,-33.311961,1.186405
7335424.000000,3.080388,-33.311961,1.186405
7335425.000000,3.080388,-33.311961,1.186405
7335426.000000,3.080388,-33.311961,1.186405
7335427.000000,3.080388,-33.311961,1.186405
7335428.000000,3.080388,-33.311961,1.186405
7335429.000000,3.080388,-33.311961,1.186405
7335430.000000,3.080388,-33.311961,1.186405
7335431.000000,3.080388,-33.311961,1.186405
7335432.000000,3.080388,-33.311961,1.186405
7335433.000000,3.080388,-33.311961,1.186405
7335434.000000,3.080388,-33.311961,1.186405
7335435.000000,3.080388,-33.311961,1.186405
7335436.000000,3.080388,-33.311961,1.186405
7335437.000000,3.080388,-33.311961,1.186405
7335438.000000,3.080388,-33.311961,1.186405
7335439.000000,3.080388,-33.311961,1.186405
7335440.000000,3.080388,-33.311961,1.186405
7335441.000000,3.080388,-33.311961,1.186405
7335442.000000,3.080388,-33.311961,1.186405
7335443.000000,3.080388,-33.311961,1.186405
7335444.000000,3.080388,-33.311961,1.186405
7335445.000000,3.080388,-33.311961,1.186405
7335446.000000,3.080388,-33.311961,1.186405
7335447.000000,3.080388,-33.311961,1.186405
7335448.000000,3.080388,-33.311961,1.186405
7335449.000000,3.080388,-33.311961,1.186405
7335450.000000,3.080388,-33.311961,1.186405
7335451.000000,3.080388,-33.311961,1.186405
7335452.000000,3.080388,-33.311961,1.186405
7335453.000000,3.080388,-33.311961,1.186405
7335454.000000,3.080388,-33.311961,1.186405
7335455.000000,3.080388,-33.311961,1.186405
7335456.000000,3.080388,-33.311961,1.186405
7335457.000000,3.080388,-33.311961,1.186405
7335458.000000,3.080388,-33.311961,1.186405
7335459.000000,3.080388,-33.311961,1.186405
7335460.000000,3.080388,-33.311961,1.186405
7335461.000000,3.080388,-33.311961,1.186405
7335462.000000,3.080388,-33.311961,1.186405
7335463.000000,3.080388,-33.311961,1.186405
7335464.000000,3.080388,-33.311961,1.186405
7335465.000000,3.080388,-33.311961,1.186405
7335466.000000,3.080388,-33.311961,1.186405
7335467.000000,3.080388,-33.311961,1.186405
7335468.000000,3.080388,-33.311961,1.186405
7335469.000000,3.080388,-33.311961,1.186405
7335470.000000,3.080388,-33.311961,1.186405
7335471.000000,3.080388,-33.311961,1.186405
7335472.000000,3.080388,-33.311961,1.186405
7335473.000000,3.080388,-33.311961,1.186405
7335474.000000,3.080388,-33.311961,1.186405
7335475.000000,3.080388,-33.311961,1.186405
7335476.000000,3.080388,-33.311961,1.186405
7335477.000000,3.080388,-33.311961,1.186405
7335478.000000,3.080388,-33.311961,1.186405
7335479.000000,3.080388,-33.311961,1.186405
7335480.000000,3.080388,-33.311961,1.186405
7335481.000000,3.080388,-33.311961,1.186405
7335482.000000,3.080388,-33.311961,1.186405
7335483.000000,3.080388,-33.311961,1.186405
7335484.000000,3.080388,-33.311961,1.186405
7335485.000000,3.080388,-33.311961,1.186405
7335486.000000,3.080388,-33.311961,1.186405
7335487.000000,3.080388,-33.311961,1.186405
7335488.000000,3.080388,-33.311961,1.186405
7335489.000000,3.080388,-33.311961,1.186405
