1,1499.455735
2,333.186113
3,86.677041
4,34.573480
5,23.560507
6,21.232661
7,20.740550
8,20.636449
9,20.614361
10,20.609607
11,20.608517
12,20.608201
13,20.608049
14,20.607932
15,20.607822
16,20.607713
17,20.607605
18,20.607497
19,20.607389
20,20.607281
21,20.607173
22,20.607065
23,20.606957
24,20.606849
25,20.606741
26,20.606633
27,20.606525
28,20.606417
29,20.606309
30,20.606201
31,20.606093
32,20.605985
33,20.605877
34,20.605769
35,20.605660
36,20.605552
37,20.605444
38,20.605336
39,20.605228
40,20.605120
41,20.605012
42,20.604904
43,20.604796
44,20.604688
45,20.604580
46,20.604472
47,20.604364
48,20.604256
49,20.604148
50,20.604040
51,20.603932
52,20.603824
53,20.603716
54,20.603608
55,20.603500
56,20.603392
57,20.603284
58,20.603176
59,20.603068
60,20.602960
61,20.602852
62,20.602744
63,20.602636
64,20.602528
65,20.602420
66,20.602312
67,20.602204
68,20.602096
69,20.601988
70,20.601880
71,20.601772
72,20.601663
73,20.601555
74,20.601447
75,20.601339
76,20.601231
77,20.601123
78,20.601015
79,20.600907
80,20.600799
81,20.600691
82,20.600583
83,20.600475
84,20.600367
85,20.600259
86,20.600151
87,20.600043
88,20.599935
89,20.599827
90,20.599719
91,20.599611
92,20.599503
93,20.599395
94,20.599287
95,20.599179
96,20.599071
97,20.598963
98,20.598855
99,20.598747
100,20.598639
101,20.598531
102,20.598423
103,20.598315
104,20.598207
105,20.598099
106,20.597991
107,20.597883
108,20.597775
109,20.597667
110,20.597559
111,20.597451
112,20.597343
113,20.597235
114,20.597127
115,20.597019
116,20.596911
117,20.596804
118,20.596696
119,20.596588
120,20.596480
121,20.596372
122,20.596264
123,20.596156
124,20.596048
125,20.595940
126,20.595832
127,20.595724
128,20.595616
129,20.595508
130,20.595400
131,20.595292
132,20.595184
133,20.595076
134,20.594968
135,20.594860
136,20.594752
137,20.594644
138,20.594536
139,20.594428
140,20.594320
141,20.594212
142,20.594104
143,20.593996
144,20.593888
145,20.593780
146,20.593672
147,20.593564
148,20.593456
149,20.593348
150,20.593240
151,20.593132
152,20.593024
153,20.592916
154,20.592809
155,20.592701
156,20.592593
157,20.592485
158,20.592377
159,20.592269
160,20.592161
161,20.592053
162,20.591945
163,20.591837
164,20.591729
165,20.591621
166,20.591513
167,20.591405
168,20.591297
169,20.591189
170,20.591081
171,20.590973
172,20.590865
173,20.590757
174,20.590649
175,20.590542
176,20.590434
177,20.590326
178,20.590218
179,20.590110
180,20.590002
181,20.589894
182,20.589786
183,20.589678
184,20.589570
185,20.589462
186,20.589354
187,20.589246
188,20.589138
189,20.589030
190,20.588922
191,20.588814
192,20.588707
193,20.588599
194,20.588491
195,20.588383
196,20.588275
197,20.588167
198,20.588059
199,20.587951
200,20.587843
201,20.587735
202,20.587627
203,20.587519
204,20.587411
205,20.587303
206,20.587196
207,20.587088
208,20.586980
209,20.586872
210,20.586764
211,20.586656
212,20.586548
213,20.586440
214,20.586332
215,20.586224
216,20.586116
217,20.586008
218,20.585900
219,20.585793
220,20.585685
221,20.585577
222,20.585469
223,20.585361
224,20.585253
225,20.585145
226,20.585037
227,20.584929
228,20.584821
229,20.584713
230,20.584606
231,20.584498
232,20.584390
233,20.584282
234,20.584174
235,20.584066
236,20.583958
237,20.583850
238,20.583742
239,20.583634
240,20.583526
241,20.583419
242,20.583311
243,20.583203
244,20.583095
245,20.582987
246,20.582879
247,20.582771
248,20.582663
249,20.582555
250,20.582447
251,20.582340
252,20.582232
253,20.582124
254,20.582016
255,20.581908
256,20.581800
257,20.581692
258,20.581584
259,20.581476
260,20.581369
261,20.581261
262,20.581153
263,20.581045
264,20.580937
265,20.580829
266,20.580721
267,20.580613
268,20.580505
269,20.580398
270,20.580290
271,20.580182
272,20.580074
273,20.579966
274,20.579858
275,20.579750
276,20.579642
277,20.579535
278,20.579427
279,20.579319
280,20.579211
281,20.579103
282,20.578995
283,20.578887
284,20.578779
285,20.578672
286,20.578564
287,20.578456
288,20.578348
289,20.578240
290,20.578132
291,20.578024
292,20.577916
293,20.577809
294,20.577701
295,20.577593
296,20.577485
297,20.577377
298,20.577269
299,20.577161
300,20.577054
301,20.576946
302,20.576838
303,20.576730
304,20.576622
305,20.576514
306,20.576406
307,20.576299
308,20.576191
309,20.576083
310,20.575975
311,20.575867
312,20.575759
313,20.575651
314,20.575544
315,20.575436
316,20.575328
317,20.575220
318,20.575112
319,20.575004
320,20.574896
321,20.574789
322,20.574681
323,20.574573
324,20.574465
325,20.574357
326,20.574249
327,20.574141
328,20.574034
329,20.573926
330,20.573818
331,20.573710
332,20.573602
333,20.573494
334,20.573387
335,20.573279
336,20.573171
337,20.573063
338,20.572955
339,20.572847
340,20.572740
341,20.572632
342,20.572524
343,20.572416
344,20.572308
345,20.572200
346,20.572093
347,20.571985
348,20.571877
349,20.571769
350,20.571661
351,20.571553
352,20.571446
353,20.571338
354,20.571230
355,20.571122
356,20.571014
357,20.570906
358,20.570799
359,20.570691
360,20.570583
361,20.570475
362,20.570367
363,20.570260
364,20.570152
365,20.570044
366,20.569936
367,20.569828
368,20.569720
369,20.569613
370,20.569505
371,20.569397
372,20.569289
373,20.569181
374,20.569074
375,20.568966
376,20.568858
377,20.568750
378,20.568642
379,20.568534
380,20.568427
381,20.568319
382,20.568211
383,20.568103
384,20.567995
385,20.567888
386,20.567780
387,20.567672
388,20.567564
389,20.567456
390,20.567349
391,20.567241
392,20.567133
393,20.567025
394,20.566917
395,20.566810
396,20.566702
397,20.566594
398,20.566486
399,20.566378
400,20.566271
401,20.566163
402,20.566055
403,20.565947
404,20.565839
405,20.565732
406,20.565624
407,20.565516
408,20.565408
409,20.565300
410,20.565193
411,20.565085
412,20.564977
413,20.564869
414,20.564762
415,20.564654
416,20.564546
417,20.564438
418,20.564330
419,20.564223
420,20.564115
421,20.564007
422,20.563899
423,20.563792
424,20.563684
425,20.563576
426,20.563468
427,20.563360
428,20.563253
429,20.563145
430,20.563037
431,20.562929
432,20.562822
433,20.562714
434,20.562606
435,20.562498
436,20.562390
437,20.562283
438,20.562175
439,20.562067
440,20.561959
441,20.561852
442,20.561744
443,20.561636
444,20.561528
445,20.561421
446,20.561313
447,20.561205
448,20.561097
449,20.560989
450,20.560882
451,20.560774
452,20.560666
453,20.560558
454,20.560451
455,20.560343
456,20.560235
457,20.560127
458,20.560020
459,20.559912
460,20.559804
461,20.559696
462,20.559589
463,20.559481
464,20.559373
465,20.559265
466,20.559158
467,20.559050
468,20.558942
469,20.558834
470,20.558727
471,20.558619
472,20.558511
473,20.558403
474,20.558296
475,20.558188
476,20.558080
477,20.557972
478,20.557865
479,20.557757
480,20.557649
481,20.557541
482,20.557434
483,20.557326
484,20.557218
485,20.557110
486,20.557003
487,20.556895
488,20.556787
489,20.556679
490,20.556572
491,20.556464
492,20.556356
493,20.556249
494,20.556141
495,20.556033
496,20.555925
497,20.555818
498,20.555710
499,20.555602
500,20.555494
501,20.555387
502,20.555279
503,20.555171
504,20.555063
505,20.554956
506,20.554848
507,20.554740
508,20.554633
509,20.554525
510,20.554417
511,20.554309
512,20.554202
513,20.554094
514,20.553986
515,20.553879
516,20.553771
517,20.553663
518,20.553555
519,20.553448
520,20.553340
521,20.553232
522,20.553125
523,20.553017
524,20.552909
525,20.552801
526,20.552694
527,20.552586
528,20.552478
529,20.552371
530,20.552263
531,20.552155
532,20.552047
533,20.551940
534,20.551832
535,20.551724
536,20.551617
537,20.551509
538,20.551401
539,20.551293
540,20.551186
541,20.551078
542,20.550970
543,20.550863
544,20.550755
545,20.550647
546,20.550540
547,20.550432
548,20.550324
549,20.550216
550,20.550109
551,20.550001
552,20.549893
553,20.549786
554,20.549678
555,20.549570
556,20.549463
557,20.549355
558,20.549247
559,20.549140
560,20.549032
561,20.548924
562,20.548816
563,20.548709
564,20.548601
565,20.548493
566,20.548386
567,20.548278
568,20.548170
569,20.548063
570,20.547955
571,20.547847
572,20.547740
573,20.547632
574,20.547524
575,20.547417
576,20.547309
577,20.547201
578,20.547094
579,20.546986
580,20.546878
581,20.546771
582,20.546663
583,20.546555
584,20.546448
585,20.546340
586,20.546232
587,20.546125
588,20.546017
589,20.545909
590,20.545801
591,20.545694
592,20.545586
593,20.545478
594,20.545371
595,20.545263
596,20.545155
597,20.545048
598,20.544940
599,20.544833
600,20.544725
601,20.544617
602,20.544510
603,20.544402
604,20.544294
605,20.544187
606,20.544079
607,20.543971
608,20.543864
609,20.543756
610,20.543648
611,20.543541
612,20.543433
613,20.543325
614,20.543218
615,20.543110
616,20.543002
617,20.542895
618,20.542787
619,20.542679
620,20.542572
621,20.542464
622,20.542356
623,20.542249
624,20.542141
625,20.542033
626,20.541926
627,20.541818
628,20.541711
629,20.541603
630,20.541495
631,20.541388
632,20.541280
633,20.541172
634,20.541065
635,20.540957
636,20.540849
637,20.540742
638,20.540634
639,20.540527
640,20.540419
641,20.540311
642,20.540204
643,20.540096
644,20.539988
645,20.539881
646,20.539773
647,20.539665
648,20.539558
649,20.539450
650,20.539343
651,20.539235
652,20.539127
653,20.539020
654,20.538912
655,20.538804
656,20.538697
657,20.538589
658,20.538482
659,20.538374
660,20.538266
661,20.538159
662,20.538051
663,20.537943
664,20.537836
665,20.537728
666,20.537621
667,20.537513
668,20.537405
669,20.537298
670,20.537190
671,20.537083
672,20.536975
673,20.536867
674,20.536760
675,20.536652
676,20.536544
677,20.536437
678,20.536329
679,20.536222
680,20.536114
681,20.536006
682,20.535899
683,20.535791
684,20.535684
685,20.535576
686,20.535468
687,20.535361
688,20.535253
689,20.535146
690,20.535038
691,20.534930
692,20.534823
693,20.534715
694,20.534608
695,20.534500
696,20.534392
697,20.534285
698,20.534177
699,20.534070
700,20.533962
701,20.533854
702,20.533747
703,20.533639
704,20.533532
705,20.533424
706,20.533316
707,20.533209
708,20.533101
709,20.532994
710,20.532886
711,20.532778
712,20.532671
713,20.532563
714,20.532456
715,20.532348
716,20.532241
717,20.532133
718,20.532025
719,20.531918
720,20.531810
721,20.531703
722,20.531595
723,20.531487
724,20.531380
725,20.531272
726,20.531165
727,20.531057
728,20.530950
729,20.530842
730,20.530734
731,20.530627
732,20.530519
733,20.530412
734,20.530304
735,20.530197
736,20.530089
737,20.529981
738,20.529874
739,20.529766
740,20.529659
741,20.529551
742,20.529444
743,20.529336
744,20.529228
745,20.529121
746,20.529013
747,20.528906
748,20.528798
749,20.528691
750,20.528583
751,20.528475
752,20.528368
753,20.528260
754,20.528153
755,20.528045
756,20.527938
757,20.527830
758,20.527723
759,20.527615
760,20.527507
761,20.527400
762,20.527292
763,20.527185
764,20.527077
765,20.526970
766,20.526862
767,20.526755
768,20.526647
769,20.526539
770,20.526432
771,20.526324
772,20.526217
773,20.526109
774,20.526002
775,20.525894
776,20.525787
777,20.525679
778,20.525572
779,20.525464
780,20.525356
781,20.525249
782,20.525141
783,20.525034
784,20.524926
785,20.524819
786,20.524711
787,20.524604
788,20.524496
789,20.524389
790,20.524281
791,20.524173
792,20.524066
793,20.523958
794,20.523851
795,20.523743
796,20.523636
797,20.523528
798,20.523421
799,20.523313
800,20.523206
801,20.523098
802,20.522991
803,20.522883
804,20.522776
805,20.522668
806,20.522561
807,20.522453
808,20.522345
809,20.522238
810,20.522130
811,20.522023
812,20.521915
813,20.521808
814,20.521700
815,20.521593
816,20.521485
817,20.521378
818,20.521270
819,20.521163
820,20.521055
821,20.520948
822,20.520840
823,20.520733
824,20.520625
825,20.520518
826,20.520410
827,20.520303
828,20.520195
829,20.520088
830,20.519980
831,20.519873
832,20.519765
833,20.519658
834,20.519550
835,20.519443
836,20.519335
837,20.519228
838,20.519120
839,20.519013
840,20.518905
841,20.518798
842,20.518690
843,20.518583
844,20.518475
845,20.518368
846,20.518260
847,20.518153
848,20.518045
849,20.517938
850,20.517830
851,20.517723
852,20.517615
853,20.517508
854,20.517400
855,20.517293
856,20.517185
857,20.517078
858,20.516970
859,20.516863
860,20.516755
861,20.516648
862,20.516540
863,20.516433
864,20.516325
865,20.516218
866,20.516110
867,20.516003
868,20.515895
869,20.515788
870,20.515680
871,20.515573
872,20.515465
873,20.515358
874,20.515250
875,20.515143
876,20.515035
877,20.514928
878,20.514820
879,20.514713
880,20.514606
881,20.514498
882,20.514391
883,20.514283
884,20.514176
885,20.514068
886,20.513961
887,20.513853
888,20.513746
889,20.513638
890,20.513531
891,20.513423
892,20.513316
893,20.513208
894,20.513101
895,20.512993
896,20.512886
897,20.512779
898,20.512671
899,20.512564
900,20.512456
901,20.512349
902,20.512241
903,20.512134
904,20.512026
905,20.511919
906,20.511811
907,20.511704
908,20.511596
909,20.511489
910,20.511382
911,20.511274
912,20.511167
913,20.511059
914,20.510952
915,20.510844
916,20.510737
917,20.510629
918,20.510522
919,20.510414
920,20.510307
921,20.510200
922,20.510092
923,20.509985
924,20.509877
925,20.509770
926,20.509662
927,20.509555
928,20.509447
929,20.509340
930,20.509233
931,20.509125
932,20.509018
933,20.508910
934,20.508803
935,20.508695
936,20.508588
937,20.508480
938,20.508373
939,20.508266
940,20.508158
941,20.508051
942,20.507943
943,20.507836
944,20.507728
945,20.507621
946,20.507514
947,20.507406
948,20.507299
949,20.507191
950,20.507084
951,20.506976
952,20.506869
953,20.506762
954,20.506654
955,20.506547
956,20.506439
957,20.506332
958,20.506224
959,20.506117
960,20.506010
961,20.505902
962,20.505795
963,20.505687
964,20.505580
965,20.505472
966,20.505365
967,20.505258
