9901.000000,0.004800,0.063759,0.188934,0.034771,0.028988,0.179230,0.038250,0.223638,-0.159878,0.007924,0.012803,0.016359,0.026673
9902.000000,0.004800,0.063758,0.188934,0.034771,0.028987,0.179233,0.038251,0.223637,-0.159879,0.007924,0.012803,0.016359,0.026673
9903.000000,0.004800,0.063758,0.188934,0.034771,0.028987,0.179237,0.038251,0.223637,-0.159879,0.007924,0.012802,0.016359,0.026673
9904.000000,0.004800,0.063757,0.188934,0.034771,0.028987,0.179241,0.038251,0.223637,-0.159879,0.007924,0.012802,0.016359,0.026673
9905.000000,0.004800,0.063757,0.188934,0.034770,0.028986,0.179244,0.038251,0.223636,-0.159880,0.007923,0.012802,0.016359,0.026673
9906.000000,0.004800,0.063756,0.188934,0.034770,0.028986,0.179248,0.038251,0.223636,-0.159880,0.007923,0.012801,0.016359,0.026673
9907.000000,0.004800,0.063755,0.188933,0.034770,0.028986,0.179251,0.038251,0.223636,-0.159880,0.007923,0.012801,0.016359,0.026673
9908.000000,0.004800,0.063755,0.188933,0.034769,0.028985,0.179255,0.038251,0.223635,-0.159881,0.007923,0.012800,0.016359,0.026673
9909.000000,0.004800,0.063754,0.188933,0.034769,0.028985,0.179259,0.038251,0.223635,-0.159881,0.007923,0.012800,0.016359,0.026673
9910.000000,0.004800,0.063754,0.188933,0.034769,0.028985,0.179262,0.038251,0.223635,-0.159881,0.007922,0.012800,0.016359,0.026673
9911.000000,0.004800,0.063753,0.188933,0.034769,0.028984,0.179266,0.038251,0.223634,-0.159881,0.007922,0.012799,0.016359,0.026673
9912.000000,0.004800,0.063752,0.188933,0.034768,0.028984,0.179269,0.038251,0.223634,-0.159882,0.007922,0.012799,0.016359,0.026673
9913.000000,0.004800,0.063752,0.188932,0.034768,0.028984,0.179273,0.038251,0.223634,-0.159882,0.007922,0.012798,0.016359,0.026673
9914.000000,0.004800,0.063751,0.188932,0.034768,0.028983,0.179277,0.038252,0.223634,-0.159882,0.007922,0.012798,0.016359,0.026673
9915.000000,0.004800,0.063751,0.188932,0.034768,0.028983,0.179280,0.038252,0.223633,-0.159883,0.007922,0.012797,0.016359,0.026673
9916.000000,0.004800,0.063750,0.188932,0.034767,0.028983,0.179284,0.038252,0.223633,-0.159883,0.007921,0.012797,0.016359,0.026673
9917.000000,0.004800,0.063749,0.188932,0.034767,0.028982,0.179287,0.038252,0.223633,-0.159883,0.007921,0.012797,0.016359,0.026673
9918.000000,0.004800,0.063749,0.188932,0.034767,0.028982,0.179291,0.038252,0.223632,-0.159884,0.007921,0.012796,0.016359,0.026673
9919.000000,0.004800,0.063748,0.188932,0.034766,0.028982,0.179295,0.038252,0.223632,-0.159884,0.007921,0.012796,0.016359,0.026673
9920.000000,0.004800,0.063748,0.188931,0.034766,0.028981,0.179298,0.038252,0.223632,-0.159884,0.007921,0.012795,0.016359,0.026673
9921.000000,0.004800,0.063747,0.188931,0.034766,0.028981,0.179302,0.038252,0.223631,-0.159884,0.007921,0.012795,0.016359,0.026673
9922.000000,0.004800,0.063746,0.188931,0.034766,0.028981,0.179305,0.038252,0.223631,-0.159885,0.007920,0.012795,0.016359,0.026673
9923.000000,0.004800,0.063746,0.188931,0.034765,0.028980,0.179309,0.038252,0.223631,-0.159885,0.007920,0.012794,0.016359,0.026673
9924.000000,0.004800,0.063745,0.188931,0.034765,0.028980,0.179313,0.038252,0.223631,-0.159885,0.007920,0.012794,0.016359,0.026673
9925.000000,0.004800,0.063744,0.188931,0.034765,0.028980,0.179316,0.038253,0.223630,-0.159886,0.007920,0.012793,0.016359,0.026673
9926.000000,0.004800,0.063744,0.188930,0.034765,0.028979,0.179320,0.038253,0.223630,-0.159886,0.007920,0.012793,0.016359,0.026672
9927.000000,0.004800,0.063743,0.188930,0.034764,0.028979,0.179323,0.038253,0.223630,-0.159886,0.007920,0.012792,0.016359,0.026672
9928.000000,0.004800,0.063743,0.188930,0.034764,0.028979,0.179327,0.038253,0.223629,-0.159887,0.007919,0.012792,0.016359,0.026672
9929.000000,0.004800,0.063742,0.188930,0.034764,0.028978,0.179331,0.038253,0.223629,-0.159887,0.007919,0.012792,0.016359,0.026672
9930.000000,0.004800,0.063741,0.188930,0.034763,0.028978,0.179334,0.038253,0.223629,-0.159887,0.007919,0.012791,0.016359,0.026672
